"Site","Startdate","Enddate","Midpoint","Year","Duration","Method","Sp..Abacoproeces.saltuum","Sp..Acartauchenius.scurrilis","Sp..Aelurillus.v.insignitus","Sp..Agalenatea.redii","Sp..Agelena.labyrinthica","Sp..Agroeca.brunnea","Sp..Agroeca.cuprea","Sp..Agroeca.dentigera","Sp..Agroeca.lusatica","Sp..Agroeca.proxima","Sp..Agyneta.affinis","Sp..Agyneta.conigera","Sp..Agyneta.decora","Sp..Agyneta.fuscipalpa","Sp..Agyneta.innotabilis","Sp..Agyneta.mollis","Sp..Agyneta.ramosa","Sp..Agyneta.rurestris","Sp..Agyneta.saxatilis","Sp..Agyneta.subtilis","Sp..Allagelena.gracilens","Sp..Allomengea.vidua","Sp..Alopecosa.barbipes","Sp..Alopecosa.cuneata","Sp..Alopecosa.fabrilis","Sp..Alopecosa.pulverulenta","Sp..Alopecosa.trabalis","Sp..Amaurobius.fenestralis","Sp..Amaurobius.ferox","Sp..Amaurobius.similis","Sp..Anelosimus.vittatus","Sp..Antistea.elegans","Sp..Anyphaena.accentuata","Sp..Aphileta.misera","Sp..Apostenus.fuscus","Sp..Araeoncus.crassiceps","Sp..Araeoncus.humilis","Sp..Araneus.diadematus","Sp..Araneus.marmoreus","Sp..Araneus.quadratus","Sp..Araneus.sturmi","Sp..Araneus.triguttatus","Sp..Araniella.cucurbitina","Sp..Araniella.opisthographa","Sp..Arctosa.cinerea","Sp..Arctosa.figurata","Sp..Arctosa.leopardus","Sp..Arctosa.lutetiana","Sp..Arctosa.perita","Sp..Argenna.subnigra","UIDN","OIDN","TERRID","NAAM","NISCODE","NUTS2","LENGTE","OPPERVL","geometry"
"FRC-BODEM-04","2017-09-26","2017-10-18","2017-10-08",2017,23,"Bodemval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(237016.493652208, 182219.295779384)
"ELERWEERT-BODEM-B5","2005-09-27","2005-10-04","2005-10-01",2005,8,"Bodemval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(240992.422920008, 189584.706056193)
"MAASMECHELEN-BODEM-01K93","1999-05-31","1999-06-15","1999-06-08",1999,16,"Bodemval",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(238722.726753023, 187949.478102589)
"HAAGDOORN-BODEM-11IB","1999-07-27","1999-08-10","1999-08-04",1999,15,"Bodemval",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(219640.624144116, 177594.989395468)
"OUDKERKHOF-RAMP-03","2017-06-30","2017-07-07","2017-07-04",2017,8,"Ramptrap",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(218319.816203264, 184408.745111164)
"ZWB5-BODEM-01","2000-08-31","2000-09-14","2000-09-08",2000,15,"Bodemval",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(217065.260758849, 197492.843804976)
"TEUT-BODEM-VH02","2001-05-15","2001-06-01","2001-05-24",2001,18,"Bodemval",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(218736.582804871, 187230.39594385)
"MAASMECHELEN-BERM-BODEM49","1999-04-13","1999-04-26","1999-04-20",1999,14,"Bodemval",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(231096.338302849, 184268.539247337)
"ZIE1-BODEM-01","2000-10-27","2000-11-08","2000-11-02",2000,13,"Bodemval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(238516.759661272, 184136.54365061)
"RUNKELEN-BODEM-01","2015-11-28","2015-12-28","2015-12-14",2015,31,"Bodemval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(205470.561626679, 173547.628291848)
"MAASMECHELEN-BERM-BODEM40","1999-07-19","1999-08-03","1999-07-27",1999,16,"Bodemval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(233841.065116687, 177382.658896267)
"ABEEK-BODEM-12","2006-07-02","2006-07-16","2006-07-10",2006,15,"Bodemval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(238706.242803997, 204008.066568585)
"NZ-BODEM-18","2011-09-10","2011-09-30","2011-09-20",2011,21,"Bodemval",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(223656.152437079, 196358.850313633)
"MAASMECHELEN-BODEM-ME02","1988-07-07","1988-08-11","1988-07-25",1988,36,"Bodemval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(243167.41441802, 181736.839835802)
"ABEEK-BODEM-09","2005-08-28","2005-09-11","2005-09-05",2005,15,"Bodemval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(223068.897698589, 211023.294893563)
"GENK-BERM-BODEM-60","1999-10-25","1999-12-21","1999-11-23",1999,58,"Bodemval",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(235955.817408448, 193284.629835609)
"NEERREPEN-BODEM-NEB01","2009-05-14","2009-06-06","2009-05-26",2009,24,"Bodemval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(223855.775668856, 173674.039401235)
"KANAAL-BODEM-03","2003-06-06","2003-06-20","2003-06-14",2003,15,"Bodemval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(245328.36048505, 161877.602053875)
"NEERHAREN-BODEM-GH01","2001-06-12","2001-07-04","2001-06-24",2001,23,"Bodemval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(240875.504107447, 180147.429253968)
"MATEN-BODEM-A09","1979-08-01","1979-08-14","1979-08-08",1979,14,"Bodemval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(238232.221022829, 179177.052184567)
"EISDEN-BODEM-02","2012-08-26","2012-09-22","2012-09-09",2012,28,"Bodemval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(247608.593509239, 197922.521716647)
"JANSSEN-BODEM-01","2022-10-15","2022-10-31","2022-10-23",2022,17,"Bodemval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(228851.900770175, 202268.819328034)
"ZWB5-BODEM-01","2000-04-01","2000-04-13","2000-04-07",2000,13,"Bodemval",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(222140.125459252, 198207.518341456)
"MAASMECHELEN-BERM-BODEM42","1999-03-29","1999-04-13","1999-04-06",1999,16,"Bodemval",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(239187.396890765, 194905.095099531)
"LOM-STORT-BODEM-01","2011-10-11","2011-10-22","2011-10-17",2011,12,"Bodemval",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(210319.344812001, 211250.220294636)
"FRC-BODEM-04","2020-09-23","2020-10-08","2020-10-01",2020,16,"Bodemval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(240025.890664112, 184492.219749846)
"LUMMEN-BODEM-ZWAL5","2020-04-01","2020-04-25","2020-04-13",2020,25,"Bodemval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(212021.01831267, 193275.206800156)
"LANAKEN-BODEM-VHM1","2001-07-04","2001-07-25","2001-07-15",2001,22,"Bodemval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(236871.297138708, 175519.830884932)
"MOMBEEK-BODEM-05","2017-05-05","2017-05-26","2017-05-16",2017,22,"Bodemval",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(211907.57113474, 179527.60852087)
"ST-TRUIDEN-BODEM-LAB045","2010-06-18","2010-07-02","2010-06-26",2010,15,"Bodemval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(212366.963942542, 163465.4429287)
"TEUT-BODEM-26B90w","1999-03-08","1999-03-22","1999-03-16",1999,15,"Bodemval",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(217709.724221298, 180845.671613903)
"ABEEK-BODEM-22","2009-04-26","2009-05-10","2009-05-04",2009,15,"Bodemval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(229942.331784601, 189855.216353755)
"NZ-BODEM-38","2012-03-01","2012-03-20","2012-03-11",2012,20,"Bodemval",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(211669.112328303, 200978.726029123)
"HAM-BODEM-TCV5","2007-05-03","2007-05-28","2007-05-16",2007,26,"Bodemval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(200379.755981417, 194453.306470262)
"MUNSTER-BODEM-04","2003-04-16","2003-04-27","2003-04-22",2003,12,"Bodemval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(228120.193396221, 179197.679616731)
"ELERWEERT-BODEM-D2","2005-10-04","2005-10-11","2005-10-08",2005,8,"Bodemval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(249091.335919655, 204086.434039941)
"NZ-BODEM-34","2012-03-01","2012-03-20","2012-03-11",2012,20,"Bodemval",0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(220907.433045593, 198648.676699558)
"HOUTHALEN-TUIN-BODEM-02","2005-03-29","2005-04-19","2005-04-09",2005,22,"Bodemval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(222826.303659143, 196892.958869671)
"NEERREPEN-BODEM-NEB10","2010-02-09","2010-03-02","2010-02-20",2010,22,"Bodemval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(224319.289646149, 168567.968578721)
"ST-TRUIDEN-BODEM-LAB053","2010-07-02","2010-07-27","2010-07-15",2010,26,"Bodemval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(209816.396432518, 160215.911473453)
"ABEEK-BODEM-06","2005-11-06","2005-12-04","2005-11-20",2005,29,"Bodemval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(236257.356157893, 198156.723987291)
"MATEN-BODEM-16","2013-09-14","2013-10-04","2013-09-24",2013,21,"Bodemval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(221594.149547766, 188474.757023879)
"OUDKERKHOF-RAMP-01","2017-05-05","2017-05-20","2017-05-13",2017,16,"Ramptrap",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(212781.60047193, 181099.958870629)
"ABEEK-BODEM-16","2007-03-11","2007-03-25","2007-03-19",2007,15,"Bodemval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(225993.907881983, 189814.393507939)
"HEERS-BODEM-JS02-G10","2011-05-30","2011-06-14","2011-06-07",2011,16,"Bodemval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(217916.78083722, 160346.667072443)
"ABEEK-BODEM-09","2005-06-05","2005-06-19","2005-06-13",2005,15,"Bodemval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(223069.614665608, 204031.139149975)
"FORD-BODEM-05","2017-08-18","2017-09-30","2017-09-09",2017,44,"Bodemval",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(219495.626112618, 177009.69145328)
"APS-BODEM-17","2022-04-01","2022-04-15","2022-04-09",2022,15,"Bodemval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(238683.371738415, 176516.330937438)
"HAAGDOORN-BODEM-16M89","1999-05-17","1999-05-31","1999-05-25",1999,15,"Bodemval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(224737.029825575, 192285.514522488)
"HAAGDOORN-BODEM-06","1979-12-16","1979-12-31","1979-12-24",1979,16,"Bodemval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(218405.108633598, 190511.061136173)
"WATERSCHEI-BODEM-01","2014-05-04","2014-05-24","2014-05-14",2014,21,"Bodemval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(224685.346463179, 189763.763976174)
"HELDERBEEK-BODEM-01","2001-08-13","2001-08-27","2001-08-21",2001,15,"Bodemval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(215531.198117489, 199547.696432019)
"HASSELBOS-BODEM-04","2011-05-01","2011-05-25","2011-05-13",2011,25,"Bodemval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(221694.898168462, 168954.181765498)
"RIEBOS-BODEM-01","2011-04-01","2011-04-30","2011-04-16",2011,30,"Bodemval",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(215040.902340612, 211925.033881601)
"FRC-BODEM-07","2019-09-16","2019-09-28","2019-09-22",2019,13,"Bodemval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(242759.341586878, 182298.547607466)
"HELDERBEEK-BODEM-11","2001-09-10","2001-09-24","2001-09-18",2001,15,"Bodemval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(214682.126161323, 194355.889389924)
"MECHELSEHEIDE-BODEM-08","2023-04-15","2023-05-01","2023-04-23",2023,17,"Bodemval",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(235835.463373192, 188517.746422451)
"RUTTEN-BODEM-02","2022-05-06","2022-05-27","2022-05-17",2022,22,"Bodemval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(223639.617680207, 157826.648411643)
"MATEN-BODEM-A03","1980-07-15","1980-07-31","1980-07-23",1980,17,"Bodemval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(217653.999786989, 171836.92248852)
"HASSELT-GROEN-BODEM-10","2016-03-01","2016-03-14","2016-03-08",2016,14,"Bodemval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(216504.61592362, 179992.438143754)
"ST-TRUIDEN-BODEM-LOB090","2010-05-21","2010-06-04","2010-05-29",2010,15,"Bodemval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(211221.740148394, 158940.42335938)
"FRC-BODEM-11","2020-09-23","2020-10-08","2020-10-01",2020,16,"Bodemval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(244565.119376095, 181618.625328604)
"NZ-BODEM-32","2012-06-13","2012-07-01","2012-06-23",2012,19,"Bodemval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(212635.350749482, 207933.668543021)
"LOZERHEIDE-BODEM-C","1991-03-30","1991-04-28","1991-04-14",1991,30,"Bodemval",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(225099.43581755, 218273.135638223)
"MATEN-BODEM-A08","1980-06-15","1980-06-30","1980-06-23",1980,16,"Bodemval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(221128.846112974, 175702.761194321)
"CAESTERT-BODEM-02","2014-07-26","2014-08-03","2014-07-30",2014,9,"Bodemval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,355,"Limburg","70000","BE22",397732.62,2428024236.56,c(237526.554942168, 170612.75844909)
